,path,prediction
176,100784\000044188.jpg,0.94800234
177,100784\000044190.jpg,0.9764076
178,100784\000044191.jpg,0.9630177
179,100784\000044192.jpg,0.0054867268
180,100784\000044194.jpg,9.982343e-05
181,100784\000044195.jpg,1.1974774e-05
182,100784\000044196.jpg,0.0030911267
183,100784\000044198.jpg,0.0022742152
184,100784\000044199.jpg,0.9916501
185,100784\000044200.jpg,0.644547
186,100860\000040188.jpg,0.8986938
187,100860\000040189.jpg,0.0037213862
188,100860\000040190.jpg,1.0213032e-05
189,100860\000040191.jpg,0.0021688938
190,100860\000040192.jpg,0.052670807
191,100860\000040193.jpg,0.13463888
192,100860\000040194.jpg,0.0003362298
193,100860\000040195.jpg,0.89554244
194,1009\000022928.jpg,0.014358014
195,1009\000022929.jpg,0.00048530102
196,1009\000022930.jpg,0.9956393
197,1009\000022931.jpg,0.00048214197
198,1009\000022932.jpg,0.0006913543
199,1009\000022933.jpg,0.001427561
200,1009\000022934.jpg,0.6436024
201,1009\000022935.jpg,0.0008686483
202,1009\000022936.jpg,0.00031769276
203,1009\000022937.jpg,0.010511756
204,1009\000022938.jpg,0.3820673
205,1009\000022939.jpg,0.99140084
206,1009\000022940.jpg,0.0006044805
207,1009\000022941.jpg,0.0014639497
208,1009\000022942.jpg,0.9973327
209,1009\000022943.jpg,0.000451684
210,1009\000022944.jpg,0.0005495846
211,1009\000022945.jpg,0.0004940331
212,1009\000022946.jpg,0.00044238567
213,1009\000022947.jpg,0.9820994
214,101242\000006754.jpg,0.002080381
215,101242\000006755.jpg,0.020222604
216,101242\000006756.jpg,0.948725
217,101242\000006757.jpg,0.002080381
218,101242\000006758.jpg,0.020222604
219,101242\000006759.jpg,0.010673583
220,101242\000006760.jpg,0.948725
221,101242\000006761.jpg,0.9903947
222,101242\000006762.jpg,0.087400615
223,101242\000006763.jpg,0.004165083
224,101242\000006764.jpg,0.0024596453
225,101242\000006765.jpg,0.00014442205
226,101242\000006766.jpg,0.000508368
227,101242\000006767.jpg,0.97203624
228,101242\000006768.jpg,0.2104291
229,101242\000006769.jpg,0.9697151
230,101242\000006770.jpg,0.0013898313
231,101242\000006771.jpg,7.253795e-05
232,101242\000006772.jpg,0.0011554956
233,101242\000006773.jpg,0.0027071834
234,101242\000006774.jpg,0.96867466
235,101242\000006775.jpg,0.0072662532
236,101242\000006776.jpg,0.0012658536
237,101242\000006777.jpg,0.0019361079
238,101242\000006778.jpg,0.00014284253
239,101242\000006779.jpg,0.9482525
240,101242\000006780.jpg,0.00053587556
241,101242\000006781.jpg,0.0005132556
242,101242\000006782.jpg,0.98349553
243,101242\000006783.jpg,0.9873436
244,101242\000006784.jpg,0.0063053966
245,101242\000006785.jpg,0.00092980266
246,101242\000006786.jpg,0.0009199381
247,101242\000006787.jpg,0.99173033
248,101242\000006788.jpg,0.0002014339
249,101242\000006789.jpg,0.0028984547
250,101242\000006790.jpg,9.608453e-05
251,101242\000006791.jpg,0.93103445
252,10129\000036544.jpg,0.08254489
253,10129\000036545.jpg,0.0012758374
254,10129\000036546.jpg,0.00046104193
255,10129\000036547.jpg,0.9907592
256,10129\000036548.jpg,0.015132129
257,10129\000036549.jpg,0.003302455
258,10129\000036550.jpg,0.006826967
259,10129\000036551.jpg,0.9966991
260,10129\000036552.jpg,0.0006509125
261,10129\000036553.jpg,0.0032981932
262,10129\000036554.jpg,0.00089004636
263,10129\000036555.jpg,0.88737833
264,10129\000036556.jpg,0.0004210472
265,10129\000036557.jpg,0.0014708042
266,10129\000036558.jpg,0.0004631281
267,10129\000036559.jpg,0.93649304
268,10129\000036560.jpg,0.004068345
269,10129\000036561.jpg,0.004092425
270,10129\000036562.jpg,0.0008301735
271,10129\000036563.jpg,0.8998264
272,10129\000036564.jpg,0.00065141916
273,10129\000036565.jpg,0.003549844
274,10129\000036566.jpg,0.00071436167
275,10129\000036567.jpg,0.97896904
276,10129\000036568.jpg,0.005377054
277,10129\000036569.jpg,0.0019025803
278,10129\000036570.jpg,0.00087440014
279,10129\000036571.jpg,0.85168743
280,10129\000036572.jpg,0.0028545856
281,10129\000036573.jpg,0.0001037946
282,10129\000036574.jpg,0.00068059564
283,10129\000036575.jpg,0.99565613
284,10129\000036576.jpg,0.017836154
285,10129\000036577.jpg,0.0012750626
286,10129\000036578.jpg,0.000923872
287,10129\000036579.jpg,0.91302925
288,10129\000036580.jpg,0.0031261742
289,10129\000036581.jpg,0.0042176247
290,10129\000036582.jpg,0.00036233664
291,10129\000036583.jpg,0.9121767
292,10129\000036584.jpg,0.0016942024
293,10129\000036585.jpg,0.0016340911
294,10129\000036586.jpg,0.00068694353
295,10129\000036587.jpg,0.9636512
296,10129\000036588.jpg,0.0012816489
297,10129\000036589.jpg,0.0015998185
298,10129\000036590.jpg,0.0008082688
299,10129\000036591.jpg,0.9878049
300,10129\000036592.jpg,0.0055702627
301,10129\000036593.jpg,0.0020420551
302,10129\000036594.jpg,0.00050351024
303,10129\000036595.jpg,0.9589091
304,10129\000036596.jpg,0.003673166
305,10129\000036597.jpg,0.0028870106
306,10129\000036598.jpg,0.000113579474
307,10129\000036599.jpg,0.979244
308,10129\000036600.jpg,0.00055238605
309,10129\000036601.jpg,0.0028870106
310,10129\000036602.jpg,0.000113579474
311,10129\000036603.jpg,0.9757165
312,10129\000036604.jpg,0.0019522309
313,10129\000036605.jpg,0.00093382597
314,10129\000036606.jpg,0.0014062822
315,10129\000036607.jpg,0.9549092
316,10129\000036608.jpg,0.0005283654
317,10129\000036609.jpg,0.010728657
318,10129\000036610.jpg,0.0014062822
319,10129\000036611.jpg,0.8517292
320,10129\000036612.jpg,0.00064107776
321,10129\000036613.jpg,0.0033313632
322,10129\000036614.jpg,0.0006058216
323,10129\000036615.jpg,0.9903498
324,10129\000036616.jpg,0.012823254
325,10129\000036617.jpg,0.002726853
326,10129\000036618.jpg,0.00094917417
327,10129\000036619.jpg,0.9238842
328,10129\000036620.jpg,0.0146660805
329,10129\000036621.jpg,0.0038232505
330,10129\000036622.jpg,0.0006496608
331,10129\000036623.jpg,0.805954
332,10129\000036624.jpg,0.0008049607
333,10129\000036625.jpg,4.6891586e-05
334,10129\000036626.jpg,0.00016599894
335,10129\000036627.jpg,0.7957684
336,10129\000036628.jpg,0.0005774498
337,10129\000036629.jpg,0.002055943
338,10129\000036630.jpg,0.0019186437
339,10129\000036631.jpg,0.77748847
340,10129\000036632.jpg,0.0048835278
341,10129\000036633.jpg,0.0052202046
342,10129\000036634.jpg,0.5069446
343,10129\000036635.jpg,0.00014674664
344,10129\000036636.jpg,2.9882325e-05
345,10129\000036637.jpg,0.0051796734
346,10129\000036638.jpg,0.9729087
347,10129\000036639.jpg,0.0030120015
348,10129\000036640.jpg,0.0012931228
349,10129\000036641.jpg,0.004178405
350,10129\000036642.jpg,0.0022845864
351,10129\000036643.jpg,0.91951466
352,10129\000036644.jpg,0.10821432
353,10129\000036645.jpg,0.0012969375
354,10129\000036646.jpg,0.0010481477
355,10129\000036647.jpg,0.8445784
356,10129\000036648.jpg,0.06021315
357,10129\000036649.jpg,0.0027771294
358,10129\000036650.jpg,0.0013869703
359,10129\000036651.jpg,0.91166544
360,10129\000036652.jpg,0.000323534
361,10129\000036653.jpg,0.002247423
362,10129\000036654.jpg,0.00090253353
363,10129\000036655.jpg,0.71733904
364,10129\000036656.jpg,0.00932911
365,10129\000036657.jpg,0.0041932166
366,10129\000036658.jpg,0.00058078766
367,10129\000036659.jpg,0.8097881
368,10129\000036660.jpg,0.2820988
369,10129\000036661.jpg,0.008476108
370,10129\000036662.jpg,0.0007085502
371,10129\000036663.jpg,0.96011245
372,10129\000036664.jpg,0.0010284781
373,10129\000036665.jpg,0.0016082525
374,10129\000036666.jpg,0.0030831397
375,10129\000036667.jpg,0.95265245
376,10129\000036668.jpg,0.021479249
377,10129\000036669.jpg,0.002583027
378,10129\000036670.jpg,0.00202626
379,10129\000036671.jpg,0.8852866
380,10129\000036672.jpg,0.0003619492
381,10129\000036673.jpg,0.001039505
382,10129\000036674.jpg,0.002757609
383,10129\000036675.jpg,0.8852866
384,10129\000036676.jpg,0.004638344
385,10129\000036677.jpg,0.0017590523
386,10129\000036678.jpg,0.0007480383
387,10129\000036679.jpg,0.99162084
388,10129\000036680.jpg,0.0014489293
389,10129\000036681.jpg,0.0064356327
390,10129\000036682.jpg,0.03393963
391,10129\000036683.jpg,0.8051636
392,10129\000036684.jpg,0.008282483
393,10129\000036685.jpg,0.000113034424
394,10129\000036686.jpg,0.0029018223
395,10129\000036687.jpg,0.9011296
396,10129\000036688.jpg,0.0026528537
397,10129\000036689.jpg,0.00013372302
398,10129\000036690.jpg,0.05642128
399,10129\000036691.jpg,0.8392662
400,10129\000036692.jpg,0.0005555153
401,10129\000036693.jpg,0.0033808649
402,10129\000036694.jpg,0.0029633343
403,10129\000036695.jpg,0.8624478
404,10129\000036696.jpg,0.0029904246
405,10129\000036697.jpg,0.008156598
406,10129\000036698.jpg,0.0024926066
407,10129\000036699.jpg,0.9529195
408,10129\000036700.jpg,0.00034958124
409,10129\000036701.jpg,0.011346579
410,10129\000036702.jpg,0.0016897917
411,10129\000036703.jpg,0.96244335
412,10129\000036704.jpg,0.024952143
413,10129\000036705.jpg,0.0023837686
414,10129\000036706.jpg,0.0012235343
415,10129\000036707.jpg,0.9106035
416,10129\000036708.jpg,0.0015916228
417,10129\000036709.jpg,0.0034623742
418,10129\000036710.jpg,0.00090765953
419,10129\000036711.jpg,0.9349543
420,10129\000036712.jpg,0.49214807
421,10129\000036713.jpg,0.00010779558
422,10129\000036714.jpg,0.001036942
423,10129\000036715.jpg,0.97015536
424,10129\000036716.jpg,0.048916012
425,10129\000036717.jpg,0.0019670129
426,10129\000036718.jpg,0.00090765953
427,10129\000036719.jpg,0.9349543
428,10129\000036720.jpg,0.017992854
429,10129\000036721.jpg,0.0018878877
430,10129\000036722.jpg,0.0025115907
431,10129\000036723.jpg,0.86478615
432,10129\000036724.jpg,0.6076687
433,10129\000036725.jpg,0.0019167662
434,10129\000036726.jpg,0.020473748
435,10129\000036727.jpg,0.76776195
436,10129\000036728.jpg,0.00047785044
437,10129\000036729.jpg,0.0019929707
438,10129\000036730.jpg,0.0023277402
439,10129\000036731.jpg,0.9695622
440,10129\000036732.jpg,0.11240348
441,10129\000036733.jpg,0.0051348507
442,10129\000036734.jpg,0.0006314814
443,10129\000036735.jpg,0.8478285
444,10129\000036736.jpg,0.050654083
445,10129\000036737.jpg,0.0022349358
446,10129\000036738.jpg,0.0009855032
447,10129\000036739.jpg,0.88646173
448,10129\000036740.jpg,0.0406622
449,10129\000036741.jpg,0.0008018315
450,10129\000036742.jpg,0.0010673106
451,10129\000036743.jpg,0.9723311
452,10129\000036744.jpg,0.0019472241
453,10129\000036745.jpg,0.002320379
454,10129\000036746.jpg,0.0014207661
455,10129\000036747.jpg,0.8423115
456,10129\000036748.jpg,0.04117793
457,10129\000036749.jpg,0.0022206604
458,10129\000036750.jpg,0.0016453266
459,10129\000036751.jpg,0.7569095
460,10129\000036752.jpg,0.002648443
461,10129\000036753.jpg,0.0031164885
462,10129\000036754.jpg,0.0016453266
463,10129\000036755.jpg,0.8545368
464,10129\000036756.jpg,0.002199173
465,10129\000036757.jpg,0.0020559132
466,10129\000036758.jpg,0.00071781874
467,10129\000036759.jpg,0.991842
468,10129\000036760.jpg,0.584832
469,10129\000036761.jpg,0.0013891757
470,10129\000036762.jpg,0.0011256635
471,10129\000036763.jpg,0.88130337
472,10129\000036764.jpg,0.055687338
473,10129\000036765.jpg,0.0035658777
474,10129\000036766.jpg,0.0016074777
475,10129\000036767.jpg,0.8488611
476,10129\000036768.jpg,0.0012015402
477,10129\000036769.jpg,0.004694432
478,10129\000036770.jpg,0.0016848147
479,10129\000036771.jpg,0.87280273
480,10129\000036772.jpg,0.00056672096
481,10129\000036773.jpg,0.001219511
482,10129\000036774.jpg,0.00051385164
483,10129\000036775.jpg,0.860549
484,10129\000036776.jpg,0.040906698
485,10129\000036777.jpg,0.0020024776
486,10129\000036778.jpg,0.0009379685
487,10129\000036779.jpg,0.85513824
488,10129\000036780.jpg,0.0026196241
489,10129\000036781.jpg,0.015579969
490,10129\000036782.jpg,0.0006221533
491,10129\000036783.jpg,0.7705462
492,10129\000036784.jpg,0.17053214
493,10129\000036785.jpg,0.0061020255
494,10129\000036786.jpg,0.0006610751
495,10129\000036787.jpg,0.89340436
496,10129\000036788.jpg,0.0027830005
497,10129\000036789.jpg,0.0018902123
498,10129\000036790.jpg,0.0028153956
499,10129\000036791.jpg,0.82900643
500,10129\000036792.jpg,0.008462012
501,10129\000036793.jpg,0.00073096156
502,10129\000036794.jpg,0.9484722
503,10129\000036795.jpg,0.0054818094
504,10129\000036796.jpg,0.00033000112
505,10129\000036797.jpg,0.0043334365
506,10129\000036798.jpg,9.095313e-05
507,10129\000036799.jpg,0.7691581
508,10129\000036800.jpg,0.0025868118
509,10129\000036801.jpg,0.0051401258
510,10129\000036802.jpg,0.0023320317
511,10129\000036803.jpg,0.915949
512,10129\000036804.jpg,0.0019694865
513,10129\000036805.jpg,0.0010867417
514,10129\000036806.jpg,0.002497226
515,10129\000036807.jpg,0.96659076
516,10129\000036808.jpg,0.0042369664
517,10129\000036809.jpg,0.0044075847
518,10129\000036810.jpg,0.0009959638
519,10129\000036811.jpg,0.91511685
520,10129\000036812.jpg,0.00043812394
521,10129\000036813.jpg,0.0016649067
522,10129\000036814.jpg,0.0016524792
523,10129\000036815.jpg,0.8467112
524,10129\000036816.jpg,0.016001552
525,10129\000036817.jpg,0.0013533533
526,10129\000036818.jpg,0.0002927482
527,10129\000036819.jpg,0.8765574
528,10129\000036820.jpg,0.10854256
529,10129\000036821.jpg,0.014619082
530,10129\000036822.jpg,0.00027897954
531,10129\000036823.jpg,0.82167995
532,10129\000036824.jpg,0.027547956
533,10129\000036825.jpg,5.4844357e-05
534,10129\000036826.jpg,0.989642
535,10129\000036827.jpg,0.61134535
536,10129\000036828.jpg,0.0036758184
537,10129\000036829.jpg,0.0016688406
538,10129\000036830.jpg,0.94444585
539,10129\000036831.jpg,0.0007056594
540,10129\000036832.jpg,0.0015954673
541,10129\000036833.jpg,0.00079745054
542,10129\000036834.jpg,0.82975626
543,10129\000036835.jpg,0.11064947
544,10129\000036836.jpg,0.0008944273
545,10129\000036837.jpg,0.0016261637
546,10129\000036838.jpg,0.9821507
547,10129\000036839.jpg,0.00981459
548,10129\000036840.jpg,0.0036497414
549,10129\000036841.jpg,0.0013466179
550,10129\000036842.jpg,0.861155
551,10129\000036843.jpg,0.001136899
552,10129\000036844.jpg,0.002756536
553,10129\000036845.jpg,0.0011686981
554,10129\000036846.jpg,0.77905524
555,10129\000036847.jpg,0.115884244
556,10129\000036848.jpg,0.00022825599
557,10129\000036849.jpg,0.0012053847
558,10129\000036850.jpg,0.9332403
559,10129\000036851.jpg,0.10579008
560,10129\000036852.jpg,0.0007519722
561,10129\000036853.jpg,0.0016464591
562,10129\000036854.jpg,0.7840806
563,10129\000036855.jpg,0.038003594
564,10129\000036856.jpg,0.0017920732
565,10129\000036857.jpg,0.0011231601
566,10129\000036858.jpg,0.977041
567,10129\000036859.jpg,0.0012958646
568,10129\000036860.jpg,0.0034333766
569,10129\000036861.jpg,0.00061386824
570,10129\000036862.jpg,0.9962528
571,10129\000036863.jpg,0.0055191517
572,10129\000036864.jpg,0.0027366877
573,10129\000036865.jpg,0.0009862185
574,10129\000036866.jpg,0.9036951
575,10129\000036867.jpg,0.189634
576,10129\000036868.jpg,0.00079086423
577,10129\000036869.jpg,0.0010831356
578,10129\000036870.jpg,0.96470696
579,10129\000036871.jpg,0.088668734
580,10129\000036872.jpg,0.00013947487
581,10129\000036873.jpg,0.00010653515
582,10129\000036874.jpg,0.9009255
583,10129\000036875.jpg,0.32270774
584,10129\000036876.jpg,0.00091677904
585,10129\000036877.jpg,0.0007751882
586,10129\000036878.jpg,0.97395074
587,10129\000036879.jpg,0.012887478
588,10129\000036880.jpg,0.002563715
589,10129\000036881.jpg,0.002932459
590,10129\000036882.jpg,0.8917552
591,10129\000036883.jpg,0.025906622
592,10129\000036884.jpg,0.009814501
593,10129\000036885.jpg,0.0014129877
594,10129\000036886.jpg,0.8747016
595,10129\000036887.jpg,0.93800294
596,10129\000036888.jpg,0.0041986704
597,10129\000036889.jpg,0.0011048019
598,10129\000036890.jpg,0.96394205
599,10129\000036891.jpg,0.7645088
600,10129\000036892.jpg,0.0010918975
601,10129\000036893.jpg,0.0002605617
602,10129\000036894.jpg,0.9765701
603,10129\000036895.jpg,0.0013899207
604,10129\000036896.jpg,0.002170086
605,10129\000036897.jpg,0.00039228797
606,10129\000036898.jpg,0.89436567
607,10129\000036899.jpg,0.0028978884
608,10129\000036900.jpg,0.0021181107
609,10129\000036901.jpg,0.001001507
610,10129\000036902.jpg,0.92370856
611,10129\000036903.jpg,0.10028526
612,10129\000036904.jpg,0.0012305677
613,10129\000036905.jpg,0.00090548396
614,10129\000036906.jpg,0.86136305
615,10129\000036907.jpg,0.011574209
616,10129\000036908.jpg,0.0024161637
617,10129\000036909.jpg,0.05916649
618,10129\000036910.jpg,0.8274138
619,10129\000036911.jpg,0.0013398826
620,10129\000036912.jpg,0.0070486963
621,10129\000036913.jpg,0.00041469932
622,10129\000036914.jpg,0.9294254
623,10129\000036915.jpg,0.048946083
624,10129\000036916.jpg,0.0022164881
625,10129\000036917.jpg,0.01811397
626,10129\000036918.jpg,0.97007155
627,10129\000036919.jpg,0.07059994
628,10129\000036920.jpg,0.0012274384
629,10129\000036921.jpg,0.00060516596
630,10129\000036922.jpg,0.78774244
631,10129\000036923.jpg,0.0018720031
632,10129\000036924.jpg,0.0021309257
633,10129\000036925.jpg,0.0022811592
634,10129\000036926.jpg,0.93757033
635,10129\000036927.jpg,0.00820145
636,10129\000036928.jpg,0.0018329024
637,10129\000036929.jpg,0.00067460537
638,10129\000036930.jpg,0.95578945
639,10129\000036931.jpg,0.00046142936
640,10129\000036932.jpg,0.0013610721
641,10129\000036933.jpg,0.0007919669
642,10129\000036934.jpg,0.8869965
643,10129\000036935.jpg,0.0061350465
644,10129\000036936.jpg,0.0058449805
645,10129\000036937.jpg,0.00032383204
646,10129\000036938.jpg,0.92421436
647,10129\000036939.jpg,0.0009304285
648,10129\000036940.jpg,0.004282087
649,10129\000036941.jpg,0.00019711256
650,10129\000036942.jpg,0.80339295
651,1013\000043029.jpg,0.001481384
652,1013\000043030.jpg,0.02370274
653,1013\000043031.jpg,0.02370274
654,1013\000043032.jpg,0.02370274
655,101396\000038438.jpg,0.0015189946
656,101396\000038439.jpg,0.0012354553
657,101396\000038440.jpg,0.0017350614
658,101396\000038441.jpg,0.0002772212
659,101396\000038442.jpg,4.73775e-05
660,101396\000038443.jpg,0.52244633
661,101396\000038444.jpg,0.00052523613
662,101396\000038445.jpg,0.021157354
663,101899\000010748.jpg,0.0036281347
664,101899\000010749.jpg,0.8595623
665,101899\000010750.jpg,0.66869646
666,101899\000010751.jpg,0.15743679
667,101899\000010752.jpg,0.008998036
668,101899\000010753.jpg,0.0016461909
669,101899\000010754.jpg,0.0037272573
670,101899\000010755.jpg,0.009083539
671,101899\000010756.jpg,0.0003349185
672,101899\000010757.jpg,0.0009356439
673,101899\000010758.jpg,0.010920614
674,101899\000010759.jpg,0.99687946
675,101899\000010760.jpg,0.99008965
676,101899\000010761.jpg,0.98185813
677,101899\000010762.jpg,0.0015371442
678,101899\000010763.jpg,0.015323192
679,101899\000010764.jpg,0.014627904
680,101899\000010765.jpg,0.4131389
681,101899\000010766.jpg,0.0065163076
682,101899\000010767.jpg,0.1135979
683,10191\000027956.jpg,0.006095916
684,10191\000027957.jpg,0.0014453828
685,10191\000027958.jpg,0.0072283447
686,10191\000027959.jpg,0.98797864
687,10191\000027960.jpg,0.0029848814
688,10191\000027961.jpg,0.99219203
689,10191\000027962.jpg,0.0024277568
690,10191\000027963.jpg,0.0035932958
691,10191\000027964.jpg,0.00032165647
692,101974\000027518.jpg,0.98654526
693,101974\000027519.jpg,0.0005135238
694,101974\000027520.jpg,0.0020681322
695,101974\000027521.jpg,0.0007598698
696,101974\000027522.jpg,0.0068514347
697,101974\000027523.jpg,0.002324909
698,101974\000027524.jpg,0.99193966
699,101974\000027525.jpg,0.0020682216
700,102048\000003817.jpg,0.00077313185
701,102048\000003818.jpg,0.878695
702,102048\000003819.jpg,0.0009404719
703,102048\000003820.jpg,0.003522545
704,102119\000016301.jpg,0.0002964139
705,102119\000016302.jpg,0.0694353
706,102119\000016303.jpg,0.24093923
707,102119\000016304.jpg,0.9334779
708,102119\000016305.jpg,0.9854269
709,102119\000016306.jpg,0.9334779
710,102119\000016307.jpg,0.9854269
711,102119\000016308.jpg,0.058584213
712,102119\000016309.jpg,0.24093923
713,102119\000016310.jpg,0.058584213
714,102119\000016311.jpg,0.044991136
